businessName,phoneNumber,streetaddress,city,state,zipcode,country,address,longitude,latitude,imageUrls,websiteUrl,category,keyword
Indian Pine Restaurant,(928) 369-0299,777 Highway 260,Pinetop,Arizona,85935,United States,"777 Highway 260,Pinetop,Northampton County,Arizona,85935,United States",34.1288129,-109.9459759,"{""https://drive.google.com/file/d/15iwX4m9-_pJ59lM44t2peDI-8Nb0mafO/view?usp=drivesdk"",""https://drive.google.com/file/d/1mhHHmd1HB9jhONUaDnwik7j2rniFOmt5/view?usp=drivesdk"",""https://drive.google.com/file/d/1EiSgGCAkTRxRyacHRwJS3Jd8m2s0Q2WB/view?usp=drivesdk""}",https://www.hon-dah.com/restaurant-menu,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Mirchi Indian Restaurant,(480) 699-4455,955 W Chandler Heights Rd,Chandler,Arizona,85248,United States,"955 W Chandler Heights Rd,Chandler,Maricopa County,Arizona,85248,United States",33.2324447,-111.8570258,"{""https://drive.google.com/file/d/1tb1RD_bEGBW50YlIoY39wNHoJiO1t63_/view?usp=drivesdk"",""https://drive.google.com/file/d/18Xb9iawMtE-EMSaV7Smy3qAQrxg9JYkk/view?usp=drivesdk"",""https://drive.google.com/file/d/1Ra898ZluwICFLT_udy_Ib7h8TvDj3neZ/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Indian Lake Restaurant Inc,(518) 648-5115,276 W 32nd St,Yuma,Arizona,85364,United States,"276 W 32nd St,Yuma,Yuma County,Arizona,85364,United States",32.6702338,-114.6218251,"{""https://drive.google.com/file/d/1goKYW3ICqJZsQnR_VsKAW8wu8kE2BlIQ/view?usp=drivesdk"",""https://drive.google.com/file/d/1Zfdp7iBELKXcDfMw513gg_ypysX1D_7T/view?usp=drivesdk"",""https://drive.google.com/file/d/1Yg1JukPSG7wTM9Q8eRgcXXxU_zbgFqDO/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
"Biryani Pot, Indian Restaurant",(480) 687-7301,2820 S Alma School Rd Ste 15,Chandler,Arizona,85286,United States,"2820 S Alma School Rd Ste 15,Chandler,Maricopa County,Arizona,85286,United States",33.2647774,-111.8596757,"{""https://drive.google.com/file/d/1RCuJro0brTiwXvV4K9Dsrc5dJfeGn16F/view?usp=drivesdk"",""https://drive.google.com/file/d/1qG96axgNtZvbMx-u1UXp9Hl28IHPpG84/view?usp=drivesdk"",""https://drive.google.com/file/d/1mS7IAS68V2UnEe_iqgnXHaN_8L2xt4bK/view?usp=drivesdk""}",https://biryanipotchandler.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Curries Indian Restaurant & Bar,(928) 919-7013,711 E 32nd St,Yuma,Arizona,85365,United States,"711 E 32nd St,Yuma,Yuma County,Arizona,85365,United States",32.6686391,-114.614021,"{""https://drive.google.com/file/d/1Mh2UtIxZSOBAxnt3q7u4IDdfzHgzLQRp/view?usp=drivesdk"",""https://drive.google.com/file/d/1ztbPGNmcytbpQ7QlzQyaHncr_aiWPLHs/view?usp=drivesdk"",""https://drive.google.com/file/d/15AHCZdbVKyOp2PmnGmaf8olN7lujX8jt/view?usp=drivesdk""}",http://www.azcurries.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Namaste Indian Restaurant,(480) 264-5499,20851 N Scottsdale Rd,Scottsdale,Arizona,85255,United States,"20851 N Scottsdale Rd,Scottsdale,Maricopa County,Arizona,85255,United States",33.6763236,-111.9240234,"{""https://drive.google.com/file/d/1cXg0mek6odnUqLqfaKmNWsiAo94cQ0yj/view?usp=drivesdk"",""https://drive.google.com/file/d/1W1mA6Tr1rZkltLHxdyCJ9Oyy2wQcwRlP/view?usp=drivesdk"",""https://drive.google.com/file/d/185j7p-P5uacqCdO_1Q6x-g3ylNB2lWuW/view?usp=drivesdk""}",http://namastescottsdale.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Saffron Indian Bistro,(520) 742-9100,7607 N Oracle Rd Oracle Crossing Shopping Center,Tucson,Arizona,85704,United States,"7607 N Oracle Rd Oracle Crossing Shopping Center,Tucson,Pima County,Arizona,85704,United States",32.3449458,-110.9777207,"{""https://drive.google.com/file/d/1ciHIeAax8OK2T1seff6lzyOM25AvnWcV/view?usp=drivesdk"",""https://drive.google.com/file/d/18N3XxKnMpcWsrDp-YRezh9nYrFggrV2X/view?usp=drivesdk"",""https://drive.google.com/file/d/179f-_x5_Sx3qsBVeYG7JTMwx8j-hS0WY/view?usp=drivesdk""}",http://www.saffronindianbistro.net/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Star of India,(480) 706-1700,4025 E Chandler Blvd Ste 14,Phoenix,Arizona,85048,United States,"4025 E Chandler Blvd Ste 14,Phoenix,Maricopa County,Arizona,85048,United States",33.3040796,-111.9945018,"{""https://drive.google.com/file/d/1OZOzqRBmFwD9JW0y8L5vZndRGJ3u7xL_/view?usp=drivesdk"",""https://drive.google.com/file/d/1ShLHcjzvWJrfPwv2gZDDFUbRP6VeyT8T/view?usp=drivesdk"",""https://drive.google.com/file/d/10_1B2WwBx60_Aw_HtV4jVGcAlkg2dzDi/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
India Oven Cuisine of India,(520) 326-8635,2727 N Campbell Ave,Tucson,Arizona,85719,United States,"2727 N Campbell Ave,Tucson,Pima County,Arizona,85719,United States",32.256512,-110.944126,"{""https://drive.google.com/file/d/1cPEwqa4x2DcVtOOQVm6_NzAAIjf2tT1P/view?usp=drivesdk"",""https://drive.google.com/file/d/1wgt-b5TwGLjIVK7_sDPV9OBTB-WlOMgw/view?usp=drivesdk"",""https://drive.google.com/file/d/1WWJPRHIhVbQKc2I2aOZYtmHetsAZuCwW/view?usp=drivesdk""}",http://tucsonindiaoven.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Tandoori Times Indian Bistro,(602) 993-1422,5626 W Bell Rd # A-103,Glendale,Arizona,85308,United States,"5626 W Bell Rd # A-103,Glendale,Los Angeles County,Arizona,85308,United States",33.6394272,-112.1799802,"{""https://drive.google.com/file/d/1apYiZhmrHnfvo8B8kBlVtEfOUS5uhsLq/view?usp=drivesdk"",""https://drive.google.com/file/d/1EIc2Bni3ZtmkhYFUzIC3OCQjbkFYHTJL/view?usp=drivesdk"",""https://drive.google.com/file/d/1OGpHbdG6TEd0zqAJREP_oRscEQ87Q74-/view?usp=drivesdk""}",http://www.tandooritimes.com/menu,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Indian Delhi Palace,(602) 244-8181,5104 E Mcdowell Rd,Phoenix,Arizona,85008,United States,"5104 E Mcdowell Rd,Phoenix,Maricopa County,Arizona,85008,United States",33.4660481,-111.9716556,"{""https://drive.google.com/file/d/1BtciSWajTPopSTP0QH86rk8YQOMJdrZb/view?usp=drivesdk"",""https://drive.google.com/file/d/1r4E2jbv_zKJLYloAEqkFfrThjlY9Qy1I/view?usp=drivesdk"",""https://drive.google.com/file/d/1fguxmXH6vzBwpBBWE5CT0Mcd_6fFpbqQ/view?usp=drivesdk""}",https://www.indiandelhipalace.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Little India,(480) 730-7770,1813 E Baseline Rd Ste 108,Tempe,Arizona,85283,United States,"1813 E Baseline Rd Ste 108,Tempe,Maricopa County,Arizona,85283,United States",33.3776618,-111.906925,"{""https://drive.google.com/file/d/1T0mLz9cMQtgbtGWyFFZm1MyOhVZ4CEJj/view?usp=drivesdk"",""https://drive.google.com/file/d/1dNrHW7w4fxRT2Tye_JWJiKpzeqJ0ucak/view?usp=drivesdk"",""https://drive.google.com/file/d/1nCugwGYxVsOmzuIc0j6Ghmb48lFEnkCk/view?usp=drivesdk""}",http://www.littleindiaaz.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Fresh Fried Bread White Eyes,(623) 371-2367,20219 N 59th Ave,Glendale,Arizona,85308,United States,"20219 N 59th Ave,Glendale,Los Angeles County,Arizona,85308,United States",33.6694212,-112.1848345,"{""https://drive.google.com/file/d/1QCmlHMX4WWY2NVe1WwtngsADQtUv1RCL/view?usp=drivesdk"",""https://drive.google.com/file/d/19swIOBWNllB2ksVzWUjyDJi6tmGCRhUl/view?usp=drivesdk"",""https://drive.google.com/file/d/1Q9nZPEwXUBcIdH6_78UJbgXF4ljywJyH/view?usp=drivesdk""}",http://www.wefrybread.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Flavor of India,(520) 544-3005,12112 N Rancho Vistoso Blvd Ste 100,Oro Valley,Arizona,85755,United States,"12112 N Rancho Vistoso Blvd Ste 100,Oro Valley,Pima County,Arizona,85755,United States",32.4259804,-110.9591627,"{""https://drive.google.com/file/d/1yMdQhkH8zHqCUuDGsQe5mg-rSw3Lqexr/view?usp=drivesdk"",""https://drive.google.com/file/d/1jNpr3_CQkRbpIYhE5p-xeTsJssiKbXZL/view?usp=drivesdk"",""https://drive.google.com/file/d/1AVl7miUnK7-k8nCj88I9-GfFm_Z-EuHj/view?usp=drivesdk""}",http://flavorofindia-az.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Guru Palace,(480) 558-9300,2048 E Baseline Rd,Mesa,Arizona,85204,United States,"2048 E Baseline Rd,Mesa,Maricopa County,Arizona,85204,United States",33.3812418,-111.7871891,"{""https://drive.google.com/file/d/1wcQoEBVR-TlQ6sX4y-NC-qWBGLFeWXUN/view?usp=drivesdk"",""https://drive.google.com/file/d/1Mp8VKQWLq59GpOhRU8sg7zm7HdhnRrEk/view?usp=drivesdk"",""https://drive.google.com/file/d/1eIrHy4TFne41k97E_Y3td4EbBYBuOAdE/view?usp=drivesdk""}",http://gurupalaceaz.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Delhi Palace Cuisine of India,(480) 921-2200,933 E University Dr Ste 103,Tempe,Arizona,85288,United States,"933 E University Dr Ste 103,Tempe,Maricopa County,Arizona,85288,United States",33.4215621,-111.9247512,"{""https://drive.google.com/file/d/1hjnp_EuRguc2g76WhFZQROwCCFmzCE4f/view?usp=drivesdk"",""https://drive.google.com/file/d/1MCBYdBQUSB-TcsKcRw-zG4cM0ZYtFDdT/view?usp=drivesdk"",""https://drive.google.com/file/d/1NjXtL3ANvLBAjx0StbPTA0yaVfBG6DnR/view?usp=drivesdk""}",http://delhipalacetempe.us/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Taj Mahal Restaurant & Bar,(928) 445-5752,124 N Montezuma St,Prescott,Arizona,86301,United States,"124 N Montezuma St,Prescott,Yavapai County,Arizona,86301,United States",34.5428707,-112.4704666,"{""https://drive.google.com/file/d/1mlzb8DG28NHlKHRccbL425VD5UOTG4hb/view?usp=drivesdk"",""https://drive.google.com/file/d/1ongDPUxBUTIogHJBk_8yQR-NlFS6Kxt_/view?usp=drivesdk"",""https://drive.google.com/file/d/1xVmP6AbJanLHghVPYjuRTY89pcHx_pv1/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
A Fry Bread House East,(480) 839-5252,1916 W Baseline Rd,Mesa,Arizona,85202,United States,"1916 W Baseline Rd,Mesa,Maricopa County,Arizona,85202,United States",33.3796096,-111.8758856,"{""https://drive.google.com/file/d/10J-GDcOasdNJZgshh-bRMuP35Xjktpln/view?usp=drivesdk"",""https://drive.google.com/file/d/1q9tJKrmqALZFZdG9HXWNUyLwF7M-zVlw/view?usp=drivesdk"",""https://drive.google.com/file/d/15nzl08TliqYWXeHhsFIcVKwakZW_dOB_/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
India Oven,(480) 892-3333,1315 S Gilbert Rd Ste 102,Mesa,Arizona,85204,United States,"1315 S Gilbert Rd Ste 102,Mesa,Maricopa County,Arizona,85204,United States",33.3915887,-111.7879045,"{""https://drive.google.com/file/d/1PFJvg8OcQ8GKUdTgZDF9BLsQoYi4_XXu/view?usp=drivesdk"",""https://drive.google.com/file/d/1au0JrbUNaD3SefXpboSN64pdbL99_h9Q/view?usp=drivesdk"",""https://drive.google.com/file/d/1RvHQV7hCcx2YfOkjSrmen-yQVYaCoojo/view?usp=drivesdk""}",https://azindiaoven.com/contact-us,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Al Hamra,(480) 538-9200,8900 E Pinnacle Peak Rd Ste E1,Scottsdale,Arizona,85255,United States,"8900 E Pinnacle Peak Rd Ste E1,Scottsdale,Maricopa County,Arizona,85255,United States",33.7000027,-111.8882914,"{""https://drive.google.com/file/d/1FnhVmWxyKxC9YD7PhwISKUYcwDO91mE3/view?usp=drivesdk"",""https://drive.google.com/file/d/18vBsW-TKvew5b1KCpyFSRHrtE4SSEn0y/view?usp=drivesdk"",""https://drive.google.com/file/d/1NUUoto5SCRWi5Vf0QAvfzfDTwhEyFtGH/view?usp=drivesdk""}",http://www.alhamraaz.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Copper Kettle,(480) 456-4365,1250 E Apache Blvd,Tempe,Arizona,85281,United States,"1250 E Apache Blvd,Tempe,Maricopa County,Arizona,85281,United States",33.4155418,-111.9183888,"{""https://drive.google.com/file/d/1HcB--j5END7fTmSH4ewG6YZQFCKDV_0C/view?usp=drivesdk"",""https://drive.google.com/file/d/1MfGl2fPN_RCxwfqMchhNsyvcMGH9QX0n/view?usp=drivesdk"",""https://drive.google.com/file/d/1THTMUDlKuDOOB6Th1LvkdFC44Rxlxl1O/view?usp=drivesdk""}",http://www.copperkettleaz.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Khyber Halal Rstrnt & Grcrs,(602) 954-5290,4034 N 24th St,Phoenix,Arizona,85016,United States,"4034 N 24th St,Phoenix,Maricopa County,Arizona,85016,United States",33.4942885,-112.0304829,"{""https://drive.google.com/file/d/1ogrBJxjE9cxmJTxxyiEVHFsJP5fCI1J0/view?usp=drivesdk"",""https://drive.google.com/file/d/1r1LUTwuOstKzW0jG6tw4vz1UEPZqFsPE/view?usp=drivesdk"",""https://drive.google.com/file/d/1C79KPuygCDb8pywyP8_9iiI-Cai3-p-y/view?usp=drivesdk""}",http://khyberhalal.blogspot.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Gandhi Cuisine of India,(520) 292-1738,150 W Fort Lowell Rd,Tucson,Arizona,85705,United States,"150 W Fort Lowell Rd,Tucson,Pima County,Arizona,85705,United States",32.2654405,-110.9736225,"{""https://drive.google.com/file/d/1is3yKS3GdM7C-9HzBMDm-lacowwDWj5q/view?usp=drivesdk"",""https://drive.google.com/file/d/1JARge2JhgeG_-S0gIF2IN-r-X7ttYVZ7/view?usp=drivesdk"",""https://drive.google.com/file/d/1tXu2n_GiFIcfAPohkkENTfWEot3kZVuN/view?usp=drivesdk""}",http://www.gandhicuisineofindia.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Curry Leaf,(520) 881-2786,2510 E Grant Rd Ste 100,Tucson,Arizona,85716,United States,"2510 E Grant Rd Ste 100,Tucson,Pima County,Arizona,85716,United States",32.2499556,-110.9347601,"{""https://drive.google.com/file/d/14mpcSbJ96_iBvCg1CXKRCmiHaOl9A1u8/view?usp=drivesdk"",""https://drive.google.com/file/d/1ZbIN0xBIlWjyct1stFZkSvbA1p6IS51S/view?usp=drivesdk"",""https://drive.google.com/file/d/1rYEIAyOVxs3LuED7BAZfAYXMph-qnrnf/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Chutneys,(480) 730-2555,1801 E Baseline Rd Ste 104,Tempe,Arizona,85283,United States,"1801 E Baseline Rd Ste 104,Tempe,Maricopa County,Arizona,85283,United States",33.3774336,-111.9085606,"{""https://drive.google.com/file/d/10nCBQXqLmZCqhpSoBF_Yqn5GDRNLsXVF/view?usp=drivesdk"",""https://drive.google.com/file/d/1fjfjBUuokseoPDczMENhUu6w7owDGYcI/view?usp=drivesdk"",""https://drive.google.com/file/d/1azcqzLqSmJ3pPIwJ_0T2xR9fcWN5iWZ1/view?usp=drivesdk""}",http://www.azchutneys.net/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Bay Leaf Cafe-India Cusine,(480) 802-6634,955 W Chandler Heights Rd,Chandler,Arizona,85248,United States,"955 W Chandler Heights Rd,Chandler,Maricopa County,Arizona,85248,United States",33.2324447,-111.8570258,"{""https://drive.google.com/file/d/1UUKoFYxamH9Qo8ndOQK13QDDB2EMjwc0/view?usp=drivesdk"",""https://drive.google.com/file/d/1qkIvq-1udXLqHTfzw6iIycxiQeoq6Eb6/view?usp=drivesdk"",""https://drive.google.com/file/d/1caU05UsX8b7do__ECyVHzo3Si1RhG2kS/view?usp=drivesdk""}",http://www.rambhadayspa.com/,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Taj Mahal,(928) 445-5752,124 N Montezuma St,Prescott,Arizona,86301,United States,"124 N Montezuma St,Prescott,Yavapai County,Arizona,86301,United States",34.5428707,-112.4704666,"{""https://drive.google.com/file/d/1H5WD7GD_JzHDCJKmiW1Ip_CgypoP2HPm/view?usp=drivesdk"",""https://drive.google.com/file/d/14cRwZU0HXYqWqaDIHjCREF0khj5dlkTG/view?usp=drivesdk"",""https://drive.google.com/file/d/1frMSIM1JlZhqdBHH-vExGTdI9ipHUAst/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Chennai Chettinaad Palace,(602) 993-0085,2814 W Bell Rd,Phoenix,Arizona,85053,United States,"2814 W Bell Rd,Phoenix,Maricopa County,Arizona,85053,United States",33.6415647,-112.1195696,"{""https://drive.google.com/file/d/1BIMN3Zsr_MDCXf_kOxzymZElKidJDd_F/view?usp=drivesdk"",""https://drive.google.com/file/d/1QIDlon7fQAfJjd0KN75VJPpph165Z_wz/view?usp=drivesdk"",""https://drive.google.com/file/d/1T0TPQttvHTNdqa7tPMfQt1MODMQCJdnF/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
New India Bazaar,(602) 712-0009,2544 N 7th St Ste 101,Phoenix,Arizona,85006,United States,"2544 N 7th St Ste 101,Phoenix,Maricopa County,Arizona,85006,United States",33.4760736,-112.0654565,"{""https://drive.google.com/file/d/1z31u7TtRToT3L-D_v2S-4JXKz-fQy8ug/view?usp=drivesdk"",""https://drive.google.com/file/d/1F-ejYeZ7sFp08KR77VQZDd0Jeaqs-lCJ/view?usp=drivesdk"",""https://drive.google.com/file/d/1rGMKUNvn_KD2dTkiM28l9XtSp8MK4ebu/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
