businessName,phoneNumber,streetaddress,city,state,zipcode,country,address,longitude,latitude,category,websiteUrl,Image 1,Image 2,Image 3
The Medical Spa & Hungry Hair Salon,(559) 229-9553,"680 West Shaw Avenue Suite 101, Fresno",Fresno,California,93704,United States,"680 W Shaw Ave Suite 101, Fresno, CA 93704, USA",36.8098451,-119.8059996,Hairstyle/Saloon,http://www.thespaatfgv.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/Contemporary+stylish+salon.+Salon+decor+features+sleek+chairs%2C+mirrors%2C+and+vibrant+lighting.+%2C,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/luxury+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/hair+salon.png
Smart Cuts,(559) 456-8000,"5183 East Belmont Avenue, Fresno",Fresno,California,93727,United States,"5183 E Belmont Ave, Fresno, CA 93727, USA",36.7515252,-119.7189403,Hairstyle/Saloon,http://smart-cuts-fresno.jany.io/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/Beauty+salon%2C.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+front+window+of+luxurious+light-brown+coloured+hair+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/gucci+fashion+shoot+of+indian+crorpoate+model+woman+with+beautiful+long+hair+posing+in+high+fashion+pose+getting+her+nails+done+at+a+background+of+modern+salon.png
DESI HAIRSTYLE,(929) 312-8566,"3676 West Shaw Avenue, Fresno",Fresno,California,93711,United States,"3676 W Shaw Ave, Fresno, CA 93711, USA",36.809147,-119.8595298,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/beauty+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/luxury+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/gucci+fashion+shoot+of+indian+crorpoate+model+woman+with+beautiful+long+hair+posing+in+high+fashion+pose+getting+her+nails+done+at+a+background+of+modern+salon.png
Angkor Hair Salon & Barbershop,(559) 917-0608,"4792 East Belmont Avenue, Fresno",Fresno,California,93702,United States,"4792 E Belmont Ave, Fresno, CA 93702, USA",36.7502539,-119.7367721,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/elegant+hair+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/this+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+Adult+woman+having+laser+hair+removal+in+professional+beauty+salon.png
Hair by Manal,(559) 435-2942,"5430 North Palm Avenue #112, Fresno",Fresno,California,93704,United States,"5430 N Palm Ave #112, Fresno, CA 93704, USA",36.8162627,-119.8079164,Hairstyle/Saloon,http://www.twelvestonessalon.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+front+window+of+luxurious+light-brown+coloured+hair+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/gucci+fashion+shoot+of+indian+crorpoate+model+woman+with+beautiful+long+hair+posing+in+high+fashion+pose+getting+her+nails+done+at+a+background+of+modern+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+attractive+lady+enjoy+spa+salon+procedure.png
Diva's Hair Salon,(559) 486-8133,"637 East Olive Avenue, Fresno",Fresno,California,93728,United States,"637 E Olive Ave, Fresno, CA 93728, USA",36.757805,-119.8038185,Hairstyle/Saloon,http://divas-hair-salon.lany.io/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/Beauty+salon%2C.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+front+window+of+luxurious+light-brown+coloured+hair+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/gucci+fashion+shoot+of+indian+crorpoate+model+woman+with+beautiful+long+hair+posing+in+high+fashion+pose+getting+her+nails+done+at+a+background+of+modern+salon.png
Sandra's Hair Salon,(559) 222-1251,"2386 East Gettysburg Avenue, Fresno",Fresno,California,93726,United States,"2386 E Gettysburg Ave, Fresno, CA 93726, USA",36.8009381,-119.7827845,Hairstyle/Saloon,http://facebook.com/SandrasHairSalon,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/Contemporary+stylish+salon.+Salon+decor+features+sleek+chairs%2C+mirrors%2C+and+vibrant+lighting.+%2C,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/luxury+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/hair+salon.png
Lucky punjabi barber clovis,(530) 845-0818,"372 South Locan Avenue, Fresno",Fresno,California,93737,United States,"372 S Locan Ave, Fresno, CA 93737, USA",36.7312161,-119.6540314,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/Beauty+salon%2C.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+front+window+of+luxurious+light-brown+coloured+hair+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/gucci+fashion+shoot+of+indian+crorpoate+model+woman+with+beautiful+long+hair+posing+in+high+fashion+pose+getting+her+nails+done+at+a+background+of+modern+salon.png
Punjabi food home made,(559) 569-4108,"5312 North Valentine Avenue, Fresno",Fresno,California,93711,United States,"5312 N Valentine Ave, Fresno, CA 93711, USA",36.8133208,-119.8504282,Home service,,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/A+cleaner+at+work.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/Photo%2C+cleaner%2C+professional+cleaner%2C+on+a+blue+background.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/Caucasian+man+uses+vacuum+cleaner+to+keep+living+space+tidy.+Man+with+vacuum+cleaner+in+hand+ensures+home+remaining+tidy+place+to+live.+Vertical+photo.png
"BAPS Shri Swaminarayan Mandir, Fresno",(559) 264-1001,8105 N Maple Ave,Fresno,California,93720,United States,"8105 N Maple Ave, Fresno, CA 93720, USA",36.85342,-119.748,Temple,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Temple/thanjavur+temple+image+chola+dynasty.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Temple/diwali+indian+Temple+Celebrations.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Temple/thanjavur+temple+image+chola+dynasty.png
Durga Mata Mandir,(559) 213-6168,3344 W Floradora Ave,Fresno,California,93722,United States,"3344 W Floradora Ave, Fresno, CA 93722, USA",36.76122,-119.852,Temple,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Temple/an+Indian+temple+on+mountain+%2C+focus+on+temple%2C+left+angle+image%2C+mountain+background%2C+base+river%2C+2x+zoom+out+picture.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Temple/an+Indian+temple+on+mountain+%2C+focus+on+temple%2C+left+angle+image%2C+mountain+background%2C+base+river%2C+2x+zoom+out+picture.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Temple/diwali+indian+Temple+Celebrations.png
Sikh temple,,3060 S Cherry Ave,Fresno,California,93706,United States,"3060 S Cherry Ave, Fresno, CA 93706, USA",36.69116,-119.781,Gurudawara,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/steptodown.com213314.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/steptodown.com104233.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/steptodown.com953984.jpg
Gurdwara Gur Nanak Parkash,(559) 834-4780,4250 E Lincoln Ave,Fresno,California,93725,United States,"4250 E Lincoln Ave, Fresno, CA 93725, USA",36.64992,-119.712,Gurudawara,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/steptodown.com592209.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/steptodown.com213314.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/steptodown.com592209.jpg
Darbar Sri Guru Granth Sahib Ji Fresno,(559) 999-8397,2630 N Locan Ave,Fresno,California,93727,United States,"2630 N Locan Ave, Fresno, CA 93727, USA",36.774206,-119.654,Gurudawara,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/steptodown.com262650.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/steptodown.com262650.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/steptodown.com213314.jpg
Shri Guru Ravidass Sabha,(559) 486-3091,5025 S Cherry Ave,Fresno,California,93706,United States,"5025 S Cherry Ave, Fresno, CA 93706, USA",36.66296,-119.782,Gurudawara,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/IMG_6134-1024x768.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/IMG_6134-1024x768.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/steptodown.com104233.jpg
Gurdwara Nanaksar Sahib,(559) 442-9323,3060 S Cherry Ave,Fresno,California,93706,United States,"3060 S Cherry Ave, Fresno, CA 93706, USA",36.69123,-119.781,Gurudawara,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/steptodown.com633676.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/steptodown.com358979.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/steptodown.com633676.jpg
Nanaksar Satsang Sabha,(559) 271-5870,3860 N Cornelia Ave,Fresno,California,93722,United States,"3860 N Cornelia Ave, Fresno, CA 93722, USA",36.79224,-119.879,Gurudawara,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/steptodown.com551022.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/steptodown.com551022.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/steptodown.com551022.jpg
Sikh Temple Association of Fresno,(559) 221-5141,4827 N Parkway Dr,Fresno,California,93722,United States,"4827 N Parkway Dr, Fresno, CA 93722, USA",36.80437,-119.883,Gurudawara,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/steptodown.com440585.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/steptodown.com104233.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/steptodown.com440585.jpg
Darbar Sampardai Lopon Fresno Sant Ashram,,1501 N Brawley Ave,Fresno,California,93722,United States,"1501 N Brawley Ave, Fresno, CA 93722, USA",36.75899,-119.864,Gurudawara,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/steptodown.com262650.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/steptodown.com262650.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/steptodown.com104233.jpg
Sikh Institute Fresno,(559) 221-5141,4827 N Parkway Dr,Fresno,California,93722,United States,"4827 N Parkway Dr, Fresno, CA 93722, USA",36.80432,-119.883,Gurudawara,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/IMG_6134-1024x768.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/IMG_6134-1024x768.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/Gurudwara/IMG_6134-1024x768.jpg
Raminder Pal Singh Cheema MD,(559) 320-0580,"2210 East Illinois Avenue #401, Fresno",Fresno,California,93701,United States,"2210 E Illinois Ave #401, Fresno, CA 93701, USA",36.744766,-119.784423,Hospital,https://www.inspirehealth.org/md-profiles/raminder-pal-singh-cheema/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Hospital_/Film+Still%2C+Extreme+wide+shot+of+Elderly+Indian+Woman%2C+lays+in+a+hospital+bed%2C+bright+daytime%2C+natural+lighting%2C+cinematography+style+of+Roger+Deakins.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Hospital_/photo+of+indian+doctor+woman+standing+in+Hospital.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Hospital_/indian+doctor%2C4k%2Crealistic%2Cscrubs%2Chospital.png
"Kuldip Behniwal, MD",(559) 321-2800,"7014 North Whitney Avenue, Fresno",Fresno,California,93720,United States,"7014 N Whitney Ave, Fresno, CA 93720, USA",36.8381817,-119.7412863,Hospital,http://www.urologyassociates.net/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Hospital_/A+Landscape+photo+of+a+young+Indian+Doctor+Holding+a+stethoscope+facing+the+camera+in+NewYork-Presbyterian+Hospital.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Hospital_/indian+doctor+in+a+doctor+coat%2Cforencic+doctor%2Ccinematic+shot%2Cin+hospital%2Csoft+light%2Cfull+body%2Chospital+background.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Hospital_/generate+a+realistic+image+of+an+african+female+nurse+in+hospital%2Cwearing+a+safety+mask%2C+wearing+hospital+outfit.png
DHILLON TRUCKS HOSPITAL,(559) 495-8788,"2347 West Belmont Avenue, Fresno",Fresno,California,93728,United States,"2347 W Belmont Ave, Fresno, CA 93728, USA",36.7498095,-119.8403589,Hospital,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Hospital_/a+photograph+of+a+newborn+infant+is+in+an+incubator+in+a+hospital%2C+indian+origin%2C+brown+skin%2C+realistic.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Hospital_/indian+doctor+video+calling+to+a+patient%2C+looking+on+a+pc+screen%2C+stock+image%2C+background+can+be+of+hospital+or+clinic%2C.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Hospital_/hospital+inside+-+premium+image.png
Dr. Priyanga Jayakumar,(866) 342-6012,"7060 North Recreation Avenue #101, Fresno",Fresno,California,93720,United States,"7060 N Recreation Ave #101, Fresno, CA 93720, USA",36.8388123,-119.7396668,Hospital,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Hospital_/an+indian+beautiful+women+sitting+on+a+hospital+bed%2C4k+realistic.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Hospital_/indian+doctor%2C4k%2Crealistic%2Cscrubs%2Chospital.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Hospital_/Hospital+Room_+Take+an+image+of+a+clean%2C+well-organized+hospital+room+with+focus+on+patient+comfort.png
Kanwar T. Mahal MD,(559) 437-9100,"7710 North Fresno Street #102, Fresno",Fresno,California,93720,United States,"7710 N Fresno St #102, Fresno, CA 93720, USA",36.8504142,-119.7834269,Hospital,http://www.kanwartmahalmd.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Hospital_/an+indian+chubby+pregnant+woman+wearing+cotton+kurti%2C+hospital+interior+background%2C+morning%2C+photography.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Hospital_/indian+men+laying+down+with+mask+on+face+on+bed+in+hospital+suffering+from+corona+virus.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Hospital_/hyperrealistic+image+of+a+hospital+stretcher%2C+pastel+blue+tones.png
Simranjeet Kaur,(559) 457-5500,"2505 East Divisadero Street, Fresno",Fresno,California,93721,United States,"2505 E Divisadero St, Fresno, CA 93721, USA",36.7435689,-119.7809193,Hospital,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Hospital_/Blurred+hospital+image%2C+hospital+patient+bed%2C+hospital+cleaning%2C+hospital+disinfection+cleaning%2C+emergency+patient+bed+cleaning.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Hospital_/old+aged+indian+lady+in+hospital+bed+sick.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Hospital_/an+indian+chubby+pregnant+woman+wearing+cotton+kurti%2C+hospital+interior+background%2C+morning%2C+photography.png
"Anshu Varma, M.D.",(559) 603-7400,"1570 East Herndon Avenue, Fresno",Fresno,California,93720,United States,"1570 E Herndon Ave, Fresno, CA 93720, USA",36.8380679,-119.7597448,Hospital,https://www.communityhealthpartners.org/find-a-provider/anshu-varma,https://apneyyimages.s3.eu-north-1.amazonaws.com/Hospital_/Film+Still%2C+Extreme+wide+shot+of+Elderly+Indian+Woman%2C+lays+in+a+hospital+bed%2C+bright+daytime%2C+natural+lighting%2C+cinematography+style+of+Roger+Deakins.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Hospital_/photo+of+indian+doctor+woman+standing+in+Hospital.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Hospital_/indian+doctor%2C4k%2Crealistic%2Cscrubs%2Chospital.png
